Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#37,ADC,PvM,Diamond IV - 64 LP,57.3,90 / 67
#38,ADC,Pokimane,Diamond IV - 57 LP,57.7,101 / 74
#39,Mid,Men in I3lack,Diamond IV - 57 LP,57.5,92 / 68
#40,ADC,Thongchai,Diamond IV - 57 LP,57.1,108 / 81
#41,Jungle,Xyras,Diamond IV - 53 LP,58.8,87 / 61
#42,Top,Washed up pro,Diamond IV - 49 LP,60.2,77 / 51
#43,Jungle,EG Voutocu,Diamond IV - 49 LP,57.0,86 / 65
#44,Mid,AJDG Life,Diamond IV - 44 LP,58.1,97 / 70
#45,Support,worsesupp,Diamond IV - 42 LP,59.4,98 / 67
#46,Jungle,Ceasarna,Diamond IV - 33 LP,58.6,99 / 70
#47,Jungle,Hidden,Diamond IV - 31 LP,56.7,89 / 68
#48,ADC,Leopan,Diamond IV - 26 LP,61.6,93 / 58
#49,Top,Darkness,Diamond IV - 24 LP,57.7,105 / 77
#50,Top,Pepega,Diamond IV - 23 LP,58.1,72 / 52
#51,Jungle,YokoOno,Diamond IV - 22 LP,57.1,92 / 69
#52,ADC,4,Diamond IV - 17 LP,55.1,92 / 75
#53,Top,Randomsmeker1234,Diamond IV - 11 LP,61.4,97 / 61
#54,Jungle,jeffthelizard,Diamond IV - 6 LP,62.8,91 / 54
#55,Top,AJDG Light,Diamond IV - 6 LP,54.3,101 / 85
#56,Jungle,time,Diamond IV - 5 LP,57.1,93 / 70
#57,Jungle,GG Bekhali,Diamond IV - 4 LP,58.2,96 / 69
#58,ADC,Sinon,Diamond IV - 2 LP,55.4,97 / 78
#59,Top,Salsa,Diamond IV - 0 LP,60.5,104 / 68
#60,Support,Soundboard,Platinum I - 98 LP,55.2,90 / 73
#61,Top,Ezio,Platinum I - 98 LP,57.6,80 / 59
#62,Jungle,JglBot,Platinum I - 96 LP,57.9,88 / 64
#63,ADC,Adc,Platinum I - 93 LP,54.7,88 / 73
#64,Mid,DOINB RYZE HACK,Platinum I - 91 LP,54.6,95 / 79
#65,Top,Test1,Platinum I - 91 LP,55.8,92 / 73
#66,Top,Punchaubuns,Platinum I - 87 LP,59.6,81 / 55
#67,Support,flaree,Platinum I - 86 LP,55.0,104 / 85
#68,Mid,Slimsnoker,Platinum I - 86 LP,57.0,81 / 61
#69,Jungle,PepeHands,Platinum I - 85 LP,56.7,101 / 77
#70,Top,DRX Deft,Platinum I - 84 LP,60.2,77 / 51
#71,Top,MJay,Platinum I - 77 LP,61.1,88 / 56
#72,Top,HAHAHAHAHAHAXD,Platinum I - 77 LP,56.6,90 / 69
#73,Top, IG TheShy,Platinum I - 76 LP,58.4,87 / 62
#74,Jungle,JMENDOZA,Platinum I - 72 LP,60.1,83 / 55
#75,Jungle,BelleDelphine,Platinum I - 70 LP,52.7,88 / 79
#76,Mid,Tap,Platinum I - 69 LP,55.9,81 / 64
#77,Mid,Hjornet 7,Platinum I - 67 LP,57.6,106 / 78
#78,Jungle,Wrath,Platinum I - 66 LP,52.8,94 / 84
#79,Support,Monkey Mokney,Platinum I - 65 LP,57.8,78 / 57
#80,ADC,Vahvel,Platinum I - 65 LP,48.4,78 / 83
#81,Top,Destructoid,Platinum I - 65 LP,55.9,81 / 64
#82,Jungle,Exfiltrate,Platinum I - 64 LP,54.7,81 / 67
#83,ADC,BotBot,Platinum I - 63 LP,54.5,91 / 76
#84,Jungle,woope,Platinum I - 59 LP,54.8,97 / 80
#85,Mid,Galio,Platinum I - 58 LP,54.7,75 / 62
#86,ADC,Perkz,Platinum I - 58 LP,55.0,83 / 68
#87,Mid,creative mind,Platinum I - 56 LP,54.6,100 / 83
#88,Top,Agent Boris,Platinum I - 56 LP,59.8,76 / 51
#89,Top,Funn1k,Platinum I - 56 LP,53.4,93 / 81
#90,ADC,Goblin,Platinum I - 55 LP,54.3,76 / 64
#91,Top,Discord bot,Platinum I - 54 LP,53.7,88 / 76
#92,Mid,NULL,Platinum I - 54 LP,54.1,85 / 72
#93,Mid,master73,Platinum I - 53 LP,51.9,80 / 74
#94,Support,FPX Crisp,Platinum I - 52 LP,54.7,81 / 67
#95,ADC,fulltag,Platinum I - 51 LP,55.1,76 / 62
#96,Support,Deontic,Platinum I - 50 LP,56.8,109 / 83
#97,Top,Jodko,Platinum I - 50 LP,56.9,95 / 72
#98,Support,Nite,Platinum I - 48 LP,57.5,103 / 76
#99,Support,Straitéis,Platinum I - 48 LP,58.3,77 / 55
#100,Top,Psykos,Platinum I - 47 LP,49.7,78 / 79
