Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#35,Mid,MidBot,Diamond II - 4 LP,55.9,171 / 135
#36,ADC,Japan,Diamond II - 4 LP,56.4,190 / 147
#37,Mid,Lucius ,Diamond II - 2 LP,55.8,202 / 160
#38,Support,Aqua,Diamond II - 2 LP,55.5,141 / 113
#39,Top,MJay,Diamond III - 93 LP,59.0,160 / 111
#40,Mid,BottleCaps,Diamond III - 93 LP,54.5,168 / 140
#41,Jungle,Luv Email,Diamond III - 92 LP,54.6,189 / 157
#42,Support,Mastermind,Diamond III - 91 LP,56.4,163 / 126
#43,Top,AJDG Light,Diamond III - 90 LP,55.3,178 / 144
#44,Top,NoImpact,Diamond III - 90 LP,56.5,105 / 81
#45,ADC,Pokimane,Diamond III - 89 LP,56.9,185 / 140
#46,Top,Top,Diamond III - 88 LP,57.5,149 / 110
#47,ADC,Vahvel,Diamond III - 80 LP,53.3,155 / 136
#48,Mid,WoO0oW,Diamond III - 78 LP,58.6,201 / 142
#49,Mid,Seirilyvia,Diamond III - 74 LP,55.4,194 / 156
#50,Jungle,YokoOno,Diamond III - 65 LP,56.2,167 / 130
#51,Support,JhinSuppNoTroll,Diamond III - 60 LP,52.2,155 / 142
#52,Mid,TDA D14BL0,Diamond III - 59 LP,53.6,163 / 141
#53,Support,Emwues24,Diamond III - 58 LP,57.4,175 / 130
#54,Jungle,DanDy,Diamond III - 58 LP,58.6,150 / 106
#55,Support,Sinon onii-chan,Diamond III - 56 LP,57.5,199 / 147
#56,Jungle,Gnima,Diamond III - 54 LP,55.8,184 / 146
#57,ADC,Char,Diamond III - 50 LP,51.7,164 / 153
#58,Jungle,Garrosh,Diamond III - 50 LP,55.5,157 / 126
#59,ADC,Sinon,Diamond III - 46 LP,55.7,181 / 144
#60,Jungle,strawberry cat,Diamond III - 42 LP,54.9,200 / 164
#61,Mid,Midlaner,Diamond III - 42 LP,58.8,174 / 122
#62,ADC,JlNX,Diamond III - 38 LP,57.1,173 / 130
#63,ADC,Bacon,Diamond III - 38 LP,57.4,193 / 143
#64,ADC,Hongkong,Diamond III - 35 LP,54.7,158 / 131
#65,Support,Kutcher,Diamond III - 35 LP,56.9,156 / 118
#66,Jungle,Blaze,Diamond III - 33 LP,53.7,165 / 142
#67,ADC,Leopan,Diamond III - 33 LP,57.4,162 / 120
#68,ADC,ADCarry,Diamond III - 33 LP,57.6,156 / 115
#69,Support,Xpecial,Diamond III - 33 LP,53.5,160 / 139
#70,Jungle,woope,Diamond III - 32 LP,55.7,182 / 145
#71,Support,Nightlight,Diamond III - 32 LP,56.4,150 / 116
#72,ADC,Adc,Diamond III - 32 LP,54.8,155 / 128
#73,ADC,CoolBroDenis,Diamond III - 31 LP,56.7,170 / 130
#74,Support,FPX Crisp,Diamond III - 30 LP,55.6,178 / 142
#75,Support,Duckling,Diamond III - 30 LP,58.1,172 / 124
#76,Mid,Arteros,Diamond III - 30 LP,57.1,153 / 115
#77,Top,TopBot,Diamond III - 29 LP,54.7,158 / 131
#78,Mid,strawberry frog,Diamond III - 29 LP,52.3,171 / 156
#79,Mid,TES knight9,Diamond III - 28 LP,55.2,192 / 156
#80,ADC,Jake,Diamond III - 26 LP,52.1,158 / 145
#81,Top,RNG Letme,Diamond III - 25 LP,59.1,159 / 110
#82,Support,SuppBot,Diamond III - 25 LP,55.2,158 / 128
#83,Mid,NULL,Diamond III - 24 LP,55.0,164 / 134
#84,Support,ye,Diamond III - 20 LP,54.1,153 / 130
#85,Mid,Hjornet 7,Diamond III - 18 LP,55.5,192 / 154
#86,Mid,Mid,Diamond III - 15 LP,56.7,177 / 135
#87,Jungle,EG Voutocu,Diamond III - 14 LP,55.3,157 / 127
#88,ADC,Kadlin,Diamond III - 13 LP,55.6,183 / 146
#89,Mid,Jensen,Diamond III - 12 LP,53.3,147 / 129
#90,Mid,Totoro the duck,Diamond III - 10 LP,55.1,174 / 142
#91,Support,Tealeaf,Diamond III - 6 LP,57.7,138 / 101
#92,Jungle,jeffthelizard,Diamond III - 4 LP,58.8,153 / 107
#93,Support,GeT OutFlayed,Diamond III - 4 LP,50.9,146 / 141
#94,ADC,Sylmarae,Diamond III - 3 LP,54.5,192 / 160
#95,Top,Zuko,Diamond III - 1 LP,65.9,112 / 58
#96,Top,circles,Diamond IV - 98 LP,49.8,162 / 163
#97,Support,R.Leg of Cauw,Diamond IV - 98 LP,49.1,139 / 144
#98,ADC,DoubleDouble,Diamond IV - 97 LP,53.4,171 / 149
#99,Support,Nite,Diamond IV - 96 LP,56.0,197 / 155
#100,ADC,cryhard,Diamond IV - 96 LP,51.7,181 / 169
