Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#57,Jungle,LIL PUMP ESKETIT,Platinum IV - 54 LP,50.0,18 / 18
#58,Top,TheHentaiKing,Platinum IV - 54 LP,67.9,19 / 9
#59,Jungle,JUGKlNG,Platinum IV - 53 LP,70.6,24 / 10
#60,Support,Redman,Platinum IV - 53 LP,55.0,22 / 18
#61,Top,NoImpact,Platinum IV - 53 LP,57.6,19 / 14
#62,Mid,Choky,Platinum IV - 52 LP,56.7,34 / 26
#63,ADC,strawberry dog,Platinum IV - 51 LP,57.6,19 / 14
#64,ADC,Hongkong,Platinum IV - 51 LP,50.0,20 / 20
#65,Mid,Omni,Platinum IV - 50 LP,65.1,28 / 15
#66,Support,Jodini the GREAT,Platinum IV - 49 LP,64.7,22 / 12
#67,ADC,Amadeus,Platinum IV - 49 LP,60.5,23 / 15
#68,Top,MJay,Platinum IV - 49 LP,64.7,22 / 12
#69,Top,Impact,Platinum IV - 48 LP,65.0,26 / 14
#70,Support,LuluOTP,Platinum IV - 47 LP,60.0,24 / 16
#71,Top,Kapp MenInBlack,Platinum IV - 47 LP,69.4,25 / 11
#72,Support,Soundboard,Platinum IV - 47 LP,58.3,21 / 15
#73,Support,i love warding,Platinum IV - 47 LP,54.3,25 / 21
#74,ADC,Blue,Platinum IV - 46 LP,59.4,19 / 13
#75,Top,Top,Platinum IV - 46 LP,47.8,11 / 12
#76,Top,Left arm,Platinum IV - 46 LP,66.7,14 / 7
#77,Mid,DOINB RYZE HACK,Platinum IV - 45 LP,55.9,19 / 15
#78,Mid,Moltair,Platinum IV - 45 LP,53.8,21 / 18
#79,Jungle,ibims1long,Platinum IV - 44 LP,51.9,28 / 26
#80,Top,xX5W4GM4573RXx,Platinum IV - 43 LP,54.8,23 / 19
#81,Mid,Frethborn,Platinum IV - 42 LP,61.1,22 / 14
#82,Support,Emwues24,Platinum IV - 42 LP,62.5,25 / 15
#83,ADC,cryhard,Platinum IV - 42 LP,81.0,17 / 4
#84,Mid,Hjornet 7,Platinum IV - 42 LP,62.1,18 / 11
#85,ADC,Hunter,Platinum IV - 41 LP,60.5,26 / 17
#86,Top,Discord bot,Platinum IV - 40 LP,56.0,14 / 11
#87,Support,God damn i doode,Platinum IV - 40 LP,48.5,16 / 17
#88,ADC,TDA Xencry,Platinum IV - 40 LP,61.3,19 / 12
#89,Mid,Byumbert,Platinum IV - 39 LP,48.9,23 / 24
#90,Mid,SS Midlane! Care,Platinum IV - 39 LP,62.5,20 / 12
#91,ADC,Pokimane,Platinum IV - 39 LP,51.4,19 / 18
#92,Top,Astrea,Platinum IV - 39 LP,53.8,21 / 18
#93,Jungle,IG Ning,Platinum IV - 39 LP,58.3,21 / 15
#94,Mid,Ghacobe,Platinum IV - 38 LP,56.1,23 / 18
#95,Jungle,EDG Clearlove7,Platinum IV - 38 LP,52.3,23 / 21
#96,Support,Tealeaf,Platinum IV - 37 LP,60.7,17 / 11
#97,Jungle,DrSovsemandpasta,Platinum IV - 37 LP,57.7,15 / 11
#98,Mid,Subarus Duckling,Platinum IV - 37 LP,58.8,30 / 21
#99,ADC,Jotaro Kujo,Platinum IV - 37 LP,44.7,21 / 26
#100,Top,Red,Platinum IV - 37 LP,55.2,16 / 13
