Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#85,Top,Plankuaa,Platinum IV - 63 LP,44.8,26 / 32
#86,Mid,SS Midlane! Care,Platinum IV - 62 LP,63.0,29 / 17
#87,Top,R0ck,Platinum IV - 62 LP,63.8,30 / 17
#88,Top,Discord bot,Platinum IV - 61 LP,59.1,26 / 18
#89,Support,SuppBot,Platinum IV - 61 LP,53.6,30 / 26
#90,ADC,uwu nicky wicky,Platinum IV - 61 LP,65.3,32 / 17
#91,Top,Destiny,Platinum IV - 61 LP,51.2,22 / 21
#92,Support,Monkey Mokney,Platinum IV - 60 LP,60.3,41 / 27
#93,Jungle,Jungle,Platinum IV - 60 LP,58.0,29 / 21
#94,Top,Kaleid,Platinum IV - 60 LP,61.8,42 / 26
#95,Support,unicornpetpetuwu,Platinum IV - 60 LP,57.1,36 / 27
#96,Mid,IG Rookie,Platinum IV - 59 LP,54.2,32 / 27
#97,Mid,mid gap,Platinum IV - 58 LP,54.1,20 / 17
#98,Jungle,time,Platinum IV - 58 LP,60.7,34 / 22
#99,Mid,A scary person,Platinum IV - 57 LP,61.2,30 / 19
#100,Jungle,FilthyBrandMain,Platinum IV - 57 LP,55.3,42 / 34
