Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#59,Mid,Jomeil,Diamond IV - 48 LP,56.6,111 / 85
#60,Mid,TES knight9,Diamond IV - 48 LP,56.6,120 / 92
#61,Jungle,woope,Diamond IV - 47 LP,56.2,122 / 95
#62,Top,Punchaubuns,Diamond IV - 46 LP,60.1,104 / 69
#63,Mid,DOINB RYZE HACK,Diamond IV - 41 LP,54.9,112 / 92
#64,Top,Jodko,Diamond IV - 40 LP,57.4,109 / 81
#65,Jungle,JglBot,Diamond IV - 38 LP,58.3,98 / 70
#66,Top,DoinB,Diamond IV - 38 LP,57.5,111 / 82
#67,ADC,ADCarry,Diamond IV - 34 LP,58.3,98 / 70
#68,Jungle,Exfiltrate,Diamond IV - 31 LP,55.2,96 / 78
#69,ADC,BotBot,Diamond IV - 28 LP,55.3,109 / 88
#70,Jungle,SpiderLilyAI,Diamond IV - 28 LP,58.1,104 / 75
#71,Top,Test1,Diamond IV - 25 LP,56.2,114 / 89
#72,Top,Destructoid,Diamond IV - 25 LP,56.5,100 / 77
#73,Support,Deontic,Diamond IV - 24 LP,57.9,128 / 93
#74,ADC,Thongchai,Diamond IV - 20 LP,55.5,117 / 94
#75,Top,HAHAHAHAHAHAXD,Diamond IV - 17 LP,56.7,106 / 81
#76,Top,Pepega,Diamond IV - 16 LP,57.2,87 / 65
#77,Mid,BOOCAUWMOO,Diamond IV - 16 LP,59.6,115 / 78
#78,Mid,Midlaner,Diamond IV - 15 LP,60.2,112 / 74
#79,Top,Kaleid,Diamond IV - 9 LP,58.0,112 / 81
#80,Top,MJay,Diamond IV - 9 LP,59.4,107 / 73
#81,Support,Kutcher,Diamond IV - 8 LP,57.3,106 / 79
#82,Support,KuroKy,Diamond IV - 8 LP,57.7,127 / 93
#83,Top,AJDG Light,Diamond IV - 7 LP,53.8,113 / 97
#84,Jungle,PepeHands,Diamond IV - 6 LP,57.4,117 / 87
#85,ADC,cryhard,Diamond IV - 4 LP,50.7,107 / 104
#86,Mid,Tap,Diamond IV - 3 LP,55.6,94 / 75
#87,Jungle,420~truaznkity,Diamond IV - 2 LP,54.3,101 / 85
#88,Top,Rywanna,Diamond IV - 1 LP,53.5,116 / 101
#89,Jungle,jeffthelizard,Diamond IV - 1 LP,60.8,104 / 67
#90,Support,Senzawa,Platinum I - 97 LP,54.0,95 / 81
#91,Jungle,JMENDOZA,Platinum I - 97 LP,59.5,100 / 68
#92,Support,JANNA PLAYER :3,Platinum I - 96 LP,51.8,99 / 92
#93,ADC,Goblin,Platinum I - 95 LP,54.9,101 / 83
#94,Top,Discord bot,Platinum I - 94 LP,53.9,104 / 89
#95,Jungle,GG Bekhali,Platinum I - 93 LP,57.1,104 / 78
#96,Jungle,Discombobulation,Platinum I - 90 LP,54.0,107 / 91
#97,Mid,Anomaly ,Platinum I - 89 LP,53.8,106 / 91
#98,Support,Nightlight,Platinum I - 86 LP,56.2,91 / 71
#99,Support,Supporter,Platinum I - 85 LP,51.2,85 / 81
#100,Mid,Jensen,Platinum I - 85 LP,53.1,86 / 76
