Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#66,Jungle,Luv Email,Platinum III - 25 LP,53.0,185 / 164
#67,Mid,kittyperry,Platinum III - 24 LP,47.5,191 / 211
#68,ADC,Bait,Platinum III - 22 LP,49.9,201 / 202
#69,Mid,WoO0oW,Platinum III - 21 LP,54.3,214 / 180
#70,Mid,eren yeager,Platinum III - 21 LP,54.0,196 / 167
#71,Top,TDA Damocles,Platinum III - 21 LP,55.6,114 / 91
#72,ADC,Sylmarae,Platinum III - 20 LP,53.9,123 / 105
#73,Top,Makoto Niijima,Platinum III - 20 LP,54.5,150 / 125
#74,ADC,Haru Okumura,Platinum III - 19 LP,45.1,110 / 134
#75,Support,Help,Platinum III - 18 LP,49.3,212 / 218
#76,Mid,Star Player,Platinum III - 17 LP,49.2,93 / 96
#77,Jungle,worsejg,Platinum III - 17 LP,54.8,126 / 104
#78,Support,iEnygma,Platinum III - 17 LP,52.8,208 / 186
#79,Support,PepeLove,Platinum III - 16 LP,50.7,176 / 171
#80,Mid,Mid Lane Bot,Platinum III - 15 LP,61.2,150 / 95
#81,ADC,Uma Jan monkaS,Platinum III - 15 LP,52.6,205 / 185
#82,Jungle,Jinxnator,Platinum III - 15 LP,61.5,161 / 101
#83,Mid,BabyFaker ,Platinum III - 14 LP,49.3,134 / 138
#84,Top,Punchaubuns,Platinum III - 13 LP,56.2,91 / 71
#85,Jungle,Never Ganks,Platinum III - 13 LP,57.3,205 / 153
#86,ADC,Kapp Wasfürsaft,Platinum III - 12 LP,53.8,150 / 129
#87,Support,R.Leg of Cauw,Platinum III - 11 LP,48.6,156 / 165
#88,Jungle,Better blame me,Platinum III - 11 LP,50.5,139 / 136
#89,Support,GeT OutFlayed,Platinum III - 10 LP,53.2,218 / 192
#90,Mid,Ann Takamaki,Platinum III - 9 LP,51.6,126 / 118
#91,ADC,Rigomi,Platinum III - 9 LP,50.3,149 / 147
#92,Mid,Men in I3lack,Platinum III - 8 LP,58.6,156 / 110
#93,Mid,Frethborn,Platinum III - 8 LP,55.6,144 / 115
#94,ADC,PepeLaugh,Platinum III - 8 LP,45.6,165 / 197
#95,Top,Kapp MenInBlack,Platinum III - 7 LP,50.3,146 / 144
#96,ADC,RightLick2Win,Platinum III - 7 LP,48.9,177 / 185
#97,ADC,Shanghai,Platinum III - 7 LP,47.2,174 / 195
#98,Jungle,SpiderLilyAI,Platinum III - 6 LP,54.4,98 / 82
#99,Support,Support,Platinum III - 6 LP,49.0,126 / 131
#100,Support,Mastermind,Platinum III - 6 LP,48.9,176 / 184
