Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#40,Support,Straitéis,Platinum I - 59 LP,63.0,51 / 30
#41,Mid,Frethborn,Platinum I - 57 LP,57.5,69 / 51
#42,Mid,Qiyanized 2tp,Platinum I - 57 LP,57.1,56 / 42
#43,Support,Hisher,Platinum I - 55 LP,54.3,44 / 37
#44,Top,Test1,Platinum I - 53 LP,59.4,60 / 41
#45,Support,LuluOTP,Platinum I - 48 LP,58.4,45 / 32
#46,ADC,DoubleDouble,Platinum I - 47 LP,54.2,45 / 38
#47,Mid,Hjornet 7,Platinum I - 45 LP,60.4,64 / 42
#48,Support,worsesupp,Platinum I - 44 LP,62.1,54 / 33
#49,Top,thegamingzebra,Platinum I - 43 LP,57.5,46 / 34
#50,Jungle,woope,Platinum I - 41 LP,56.5,48 / 37
#51,Jungle,funnel is dead,Platinum I - 37 LP,50.9,55 / 53
#52,Support,Tiriana,Platinum I - 34 LP,51.5,51 / 48
#53,Jungle,FilthyBrandMain,Platinum I - 34 LP,61.3,57 / 36
#54,Top,Amouranth,Platinum I - 29 LP,58.1,50 / 36
#55,Top,DoinB,Platinum I - 29 LP,59.6,56 / 38
#56,ADC,PvM,Platinum I - 28 LP,56.8,46 / 35
#57,ADC,Ikaros,Platinum I - 26 LP,58.9,63 / 44
#58,Top,HAHAHAHAHAHAXD,Platinum I - 25 LP,56.7,51 / 39
#59,Top,Top Lane Bot,Platinum I - 23 LP,65.5,57 / 30
#60,Jungle,SpiderLilyAI,Platinum I - 21 LP,60.0,54 / 36
#61,ADC,Kali,Platinum I - 18 LP,65.8,52 / 27
#62,Mid,Salt,Platinum I - 17 LP,60.4,58 / 38
#63,Top,DRX Deft,Platinum I - 16 LP,62.5,45 / 27
#64,Top,Jodko,Platinum I - 14 LP,59.2,61 / 42
#65,ADC,Sylmarae,Platinum I - 13 LP,57.0,65 / 49
#66,Jungle,JMENDOZA,Platinum I - 12 LP,61.0,47 / 30
#67,ADC,Krono,Platinum I - 12 LP,57.3,51 / 38
#68,ADC,Test4,Platinum I - 10 LP,58.7,71 / 50
#69,Top,MJay,Platinum I - 10 LP,63.9,53 / 30
#70,Mid,BottleCaps,Platinum I - 6 LP,52.0,52 / 48
#71,Mid,PepeCool,Platinum I - 5 LP,54.7,52 / 43
#72,Jungle,JglBot,Platinum II - 99 LP,56.8,54 / 41
#73,Support,Senzawa,Platinum II - 99 LP,52.8,38 / 34
#74,Mid,violator,Platinum II - 95 LP,51.1,46 / 44
#75,Top,Aryze,Platinum II - 94 LP,58.2,53 / 38
#76,ADC,lilcutiepaipee,Platinum II - 93 LP,56.3,67 / 52
#77,Jungle,Exfiltrate,Platinum II - 91 LP,55.7,49 / 39
#78,Top,1adrianaries1,Platinum II - 86 LP,60.0,60 / 40
#79,Jungle,jeffthelizard,Platinum II - 86 LP,64.5,49 / 27
#80,Jungle,MexicanPidgeon,Platinum II - 85 LP,57.1,44 / 33
#81,Jungle,RiverKing,Platinum II - 84 LP,55.4,62 / 50
#82,Mid,Neekolul,Platinum II - 83 LP,60.2,56 / 37
#83,Top,d4mocl3s,Platinum II - 82 LP,62.9,56 / 33
#84,ADC,Frosti,Platinum II - 81 LP,64.8,57 / 31
#85,Top,Ezio,Platinum II - 80 LP,58.0,47 / 34
#86,Jungle,JUGKlNG,Platinum II - 78 LP,63.5,47 / 27
#87,Mid,Chaos,Platinum II - 76 LP,57.0,49 / 37
#88,Top,Destiny,Platinum II - 75 LP,57.3,47 / 35
#89,Support,Redman,Platinum II - 74 LP,54.8,57 / 47
#90,Top,MrBochka,Platinum II - 73 LP,53.5,53 / 46
#91,Top,Jonathan Joestar,Platinum II - 73 LP,53.3,56 / 49
#92,Jungle,Broxah,Platinum II - 72 LP,59.0,46 / 32
#93,Top,Kaleid,Platinum II - 71 LP,56.2,50 / 39
#94,ADC,F,Platinum II - 71 LP,58.3,49 / 35
#95,Jungle,420~truaznkity,Platinum II - 71 LP,54.2,52 / 44
#96,Jungle,EG Voutocu,Platinum II - 69 LP,50.6,39 / 38
#97,ADC,Bacon,Platinum II - 69 LP,59.2,58 / 40
#98,Mid,Mid Lane Bot,Platinum II - 66 LP,52.9,46 / 41
#99,ADC,BotBot,Platinum II - 66 LP,53.6,52 / 45
#100,ADC,No CS,Platinum II - 65 LP,58.7,44 / 31
