Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#42,ADC,Kanashimi Clown,Platinum II - 6 LP,55.1,151 / 123
#43,ADC,LastBreath,Platinum II - 5 LP,56.6,120 / 92
#44,ADC,Kongen,Platinum II - 5 LP,48.4,103 / 110
#45,ADC,Sylmarae,Platinum II - 4 LP,51.9,122 / 113
#46,Jungle,Cault,Platinum II - 2 LP,63.0,85 / 50
#47,Support,Not Assigned,Platinum II - 2 LP,54.2,103 / 87
#48,Support,TheRelic4411,Platinum III - 98 LP,56.9,123 / 93
#49,Jungle,Zevton,Platinum III - 98 LP,59.1,133 / 92
#50,Support,Keria,Platinum III - 98 LP,56.9,160 / 121
#51,Jungle,chef,Platinum III - 98 LP,57.4,143 / 106
#52,ADC,RNG Uzi,Platinum III - 98 LP,58.0,148 / 107
#53,Jungle,PepeHands,Platinum III - 97 LP,50.0,141 / 141
#54,Mid,Galio,Platinum III - 96 LP,58.9,146 / 102
#55,Top,xxaznpuppy32xx,Platinum III - 95 LP,58.2,171 / 123
#56,ADC,SOFTyINT,Platinum III - 94 LP,57.9,125 / 91
#57,Top,Nice Impact,Platinum III - 94 LP,56.2,118 / 92
#58,Mid,whygar player,Platinum III - 93 LP,54.3,108 / 91
#59,Top,DRX Deft,Platinum III - 92 LP,56.0,159 / 125
#60,Jungle,2,Platinum III - 92 LP,61.2,101 / 64
#61,ADC,TPOPIS,Platinum III - 92 LP,57.4,147 / 109
#62,Support,owl city,Platinum III - 91 LP,50.0,123 / 123
#63,Jungle,Blaze,Platinum III - 89 LP,51.4,113 / 107
#64,Jungle,Test2,Platinum III - 87 LP,59.1,133 / 92
#65,Jungle,Matthew,Platinum III - 83 LP,59.9,142 / 95
#66,Top,xX5W4GM4573RXx,Platinum III - 82 LP,54.1,124 / 105
#67,Support,Soundboard,Platinum III - 82 LP,52.4,118 / 107
#68,Top,TheHentaiKing,Platinum III - 81 LP,53.4,126 / 110
#69,Mid,BOOCAUWMOO,Platinum III - 80 LP,56.0,121 / 95
#70,ADC,Ling,Platinum III - 79 LP,47.8,86 / 94
#71,Support,SKT Teddy,Platinum III - 79 LP,56.5,144 / 111
#72,Mid,Flame,Platinum III - 78 LP,56.7,143 / 109
#73,Support,Fuglen,Platinum III - 78 LP,54.9,123 / 101
#74,ADC,PvM,Platinum III - 78 LP,54.5,120 / 100
#75,ADC,JuiceTank,Platinum III - 77 LP,52.1,111 / 102
#76,ADC,Shrink,Platinum III - 76 LP,52.2,130 / 119
#77,ADC,Frosti,Platinum III - 75 LP,52.0,133 / 123
#78,Jungle,Ricefarmer,Platinum III - 75 LP,54.8,114 / 94
#79,Top,Top,Platinum III - 73 LP,56.1,128 / 100
#80,Top,Pepega,Platinum III - 73 LP,50.7,151 / 147
#81,Jungle,GG Bekhali,Platinum III - 73 LP,50.6,123 / 120
#82,Mid,Mid Lane Bot,Platinum III - 71 LP,59.5,116 / 79
#83,ADC,Magic Wampie,Platinum III - 70 LP,41.8,100 / 139
#84,Support,Moonlight,Platinum III - 70 LP,54.4,111 / 93
#85,Top,Agent Boris,Platinum III - 70 LP,55.3,120 / 97
#86,Support,Kutcher,Platinum III - 70 LP,54.0,129 / 110
#87,Top,Dumbass,Platinum III - 68 LP,52.3,126 / 115
#88,Jungle,Exfiltrate,Platinum III - 67 LP,56.9,115 / 87
#89,ADC,T1 T1,Platinum III - 64 LP,53.1,165 / 146
#90,Jungle,Hidden,Platinum III - 63 LP,60.5,133 / 87
#91,Jungle,EG Voutocu,Platinum III - 62 LP,55.5,126 / 101
#92,Support,God damn i doode,Platinum III - 62 LP,55.2,122 / 99
#93,Mid,AlfredSmith,Platinum III - 62 LP,56.2,113 / 88
#94,Top,Sioux,Platinum III - 60 LP,55.8,115 / 91
#95,ADC,B0n Ivern,Platinum III - 60 LP,56.2,118 / 92
#96,Support,Nite,Platinum III - 60 LP,55.9,127 / 100
#97,Mid,Hjornet 7,Platinum III - 60 LP,54.3,113 / 95
#98,Support,Hisher,Platinum III - 60 LP,57.0,127 / 96
#99,Top,MJay,Platinum III - 60 LP,59.0,128 / 89
#100,ADC,Rio Sonogami,Platinum III - 59 LP,56.3,126 / 98
