Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#32,ADC,Pokimane,Diamond IV - 40 LP,58.0,91 / 66
#33,Top,Pepega,Diamond IV - 37 LP,58.9,63 / 44
#34,Jungle,Xyras,Diamond IV - 17 LP,59.1,75 / 52
#35,Support,Emwues24,Diamond IV - 17 LP,60.6,86 / 56
#36,Top,Amouranth,Diamond IV - 15 LP,59.1,81 / 56
#37,Support,Straitéis,Diamond IV - 14 LP,61.3,73 / 46
#38,ADC,PvM,Diamond IV - 13 LP,55.7,73 / 58
#39,Mid,Men in I3lack,Diamond IV - 12 LP,59.3,80 / 55
#40,Jungle,EG Voutocu,Diamond IV - 10 LP,55.9,71 / 56
#41,Top,Aryze,Diamond IV - 7 LP,60.3,82 / 54
#42,Mid,BottleCaps,Diamond IV - 7 LP,54.9,84 / 69
#43,Mid,Jensen,Diamond IV - 7 LP,55.1,65 / 53
#44,Jungle,420~truaznkity,Diamond IV - 6 LP,55.7,78 / 62
#45,Jungle,YokoOno,Diamond IV - 1 LP,57.0,81 / 61
#46,Support,SuppBot,Diamond IV - 0 LP,57.3,75 / 56
#47,Support,worsesupp,Platinum I - 92 LP,59.7,80 / 54
#48,ADC,No CS,Platinum I - 89 LP,60.3,76 / 50
#49,Mid,Phantom,Platinum I - 86 LP,59.2,90 / 62
#50,Top,MJay,Platinum I - 82 LP,62.4,78 / 47
#51,Support,flaree,Platinum I - 80 LP,55.7,93 / 74
#52,ADC,Sinon,Platinum I - 77 LP,55.4,87 / 70
#53,Top,Ezio,Platinum I - 74 LP,58.4,66 / 47
#54,Support,ye,Platinum I - 73 LP,53.8,77 / 66
#55,Mid,Galio,Platinum I - 73 LP,56.1,60 / 47
#56,Top,Top Lane Bot,Platinum I - 60 LP,62.1,77 / 47
#57,Jungle,Ceasarna,Platinum I - 60 LP,57.9,81 / 59
#58,Jungle,TDA Exiled Light,Platinum I - 59 LP,59.4,76 / 52
#59,Top,DRX Deft,Platinum I - 55 LP,60.7,65 / 42
#60,Jungle,jeffthelizard,Platinum I - 54 LP,63.2,74 / 43
#61,Mid,DOINB RYZE HACK,Platinum I - 53 LP,53.6,81 / 70
#62,ADC,Kali,Platinum I - 53 LP,60.3,79 / 52
#63,ADC,Test4,Platinum I - 49 LP,58.3,95 / 68
#64,Mid,Qiyanized 2tp,Platinum I - 47 LP,55.0,82 / 67
#65,ADC,RightLick2Win,Platinum I - 47 LP,58.7,81 / 57
#66,Top,thegamingzebra,Platinum I - 45 LP,56.1,64 / 50
#67,Jungle,FilthyBrandMain,Platinum I - 45 LP,59.2,77 / 53
#68,Jungle,GG Bekhali,Platinum I - 45 LP,57.5,84 / 62
#69,Mid,BOOCAUWMOO,Platinum I - 44 LP,61.6,77 / 48
#70,Top, IG TheShy,Platinum I - 44 LP,58.1,75 / 54
#71,ADC,Kogglemoggle,Platinum I - 44 LP,57.4,81 / 60
#72,Top,Rywanna,Platinum I - 43 LP,53.5,85 / 74
#73,Top,Darkness,Platinum I - 43 LP,56.1,87 / 68
#74,Top,HAHAHAHAHAHAXD,Platinum I - 42 LP,55.0,77 / 63
#75,Top,Punchaubuns,Platinum I - 41 LP,60.0,66 / 44
#76,Mid,Ghacobe,Platinum I - 41 LP,54.5,61 / 51
#77,ADC,Bacon,Platinum I - 40 LP,57.8,89 / 65
#78,Jungle,PepeHands,Platinum I - 39 LP,56.2,86 / 67
#79,Support,Alder88,Platinum I - 38 LP,55.6,70 / 56
#80,Mid,Jomeil,Platinum I - 37 LP,55.6,79 / 63
#81,ADC,Rigomi,Platinum I - 37 LP,60.6,66 / 43
#82,Jungle,TarzanFaker,Platinum I - 34 LP,55.6,85 / 68
#83,Mid,Tap,Platinum I - 33 LP,56.4,66 / 51
#84,Top,Snowguy,Platinum I - 33 LP,56.3,67 / 52
#85,Support,PepeLove,Platinum I - 33 LP,54.5,84 / 70
#86,Support,Kutcher,Platinum I - 33 LP,57.3,71 / 53
#87,ADC,Adc,Platinum I - 31 LP,53.1,77 / 68
#88,ADC,TheLegend,Platinum I - 30 LP,56.7,68 / 52
#89,Jungle,2,Platinum I - 29 LP,57.9,77 / 56
#90,Mid,Megumin,Platinum I - 29 LP,54.0,87 / 74
#91,Jungle,Exfiltrate,Platinum I - 28 LP,54.3,70 / 59
#92,Top,Psykos,Platinum I - 27 LP,48.8,62 / 65
#93,Jungle,JglBot,Platinum I - 26 LP,55.9,76 / 60
#94,ADC,BotBot,Platinum I - 24 LP,54.2,77 / 65
#95,Jungle,Jungle,Platinum I - 21 LP,53.4,79 / 69
#96,Top,RNG Letme,Platinum I - 20 LP,59.0,72 / 50
#97,Top,Kritz,Platinum I - 19 LP,56.0,79 / 62
#98,Top,Jonathan Joestar,Platinum I - 19 LP,52.7,79 / 71
#99,Top,1adrianaries1,Platinum I - 19 LP,57.7,90 / 66
#100,Top,Agent Boris,Platinum I - 19 LP,59.5,66 / 45
