Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#28,Top,Destiny,Platinum III - 82 LP,51.8,175 / 163
#29,Support,TheRelic4411,Platinum III - 81 LP,55.0,122 / 100
#30,Support,Kapp Wampie,Platinum III - 81 LP,59.4,189 / 129
#31,Support,d0gg0,Platinum III - 78 LP,53.2,208 / 183
#32,Support,God damn i doode,Platinum III - 77 LP,53.5,199 / 173
#33,ADC,Kapp Wasfürsaft,Platinum III - 73 LP,54.4,168 / 141
#34,Support,IG Southwind,Platinum III - 73 LP,51.7,228 / 213
#35,Support,Duckling,Platinum III - 70 LP,49.9,193 / 194
#36,Mid,Ann Takamaki,Platinum III - 70 LP,53.4,143 / 125
#37,Jungle,EnzoLeCoco,Platinum III - 66 LP,52.8,234 / 209
#38,Support,Plays Rengar Sup,Platinum III - 65 LP,57.2,223 / 167
#39,Support,Tratz,Platinum III - 64 LP,50.3,188 / 186
#40,ADC,R.Arm of Cauw,Platinum III - 63 LP,46.1,165 / 193
#41,Jungle,L.Arm of Cauw,Platinum III - 63 LP,52.7,197 / 177
#42,Mid,Lucius ,Platinum III - 62 LP,63.8,102 / 58
#43,Top,TurboThrow,Platinum III - 59 LP,56.3,117 / 91
#44,Top,Randomsmeker1234,Platinum III - 58 LP,56.1,236 / 185
#45,ADC,PvM,Platinum III - 58 LP,56.1,216 / 169
#46,ADC,Gl0bal,Platinum III - 57 LP,50.2,143 / 142
#47,Support,R.Leg of Cauw,Platinum III - 57 LP,50.0,178 / 178
#48,Jungle,Never Ganks,Platinum III - 56 LP,57.6,224 / 165
#49,Jungle,time,Platinum III - 53 LP,53.4,189 / 165
#50,Jungle,TarzanFaker,Platinum III - 52 LP,53.9,235 / 201
#51,Support,Terry Hintz,Platinum III - 51 LP,54.1,125 / 106
#52,ADC,Klojjr,Platinum III - 51 LP,53.1,188 / 166
#53,Top,MJay,Platinum III - 50 LP,56.9,231 / 175
#54,Mid,WoO0oW,Platinum III - 49 LP,54.5,228 / 190
#55,Mid,Hallend,Platinum III - 48 LP,47.9,162 / 176
#56,Mid,creative mind,Platinum III - 48 LP,54.8,234 / 193
#57,Top,Always Splits,Platinum III - 47 LP,50.5,139 / 136
#58,ADC,Kudor88888882141,Platinum III - 46 LP,51.7,217 / 203
#59,Mid,Caps,Platinum III - 45 LP,56.9,251 / 190
#60,Top,MarcHummer,Platinum III - 44 LP,45.4,127 / 153
#61,Top,δέλτα,Platinum III - 43 LP,48.0,158 / 171
#62,Support,Reeco,Platinum III - 42 LP,50.0,202 / 202
#63,Mid,loselane_wingame,Platinum III - 42 LP,57.1,144 / 108
#64,Jungle,OTP JGL,Platinum III - 40 LP,46.3,112 / 130
#65,Jungle,Ceasarna,Platinum III - 40 LP,47.6,188 / 207
#66,Jungle,A Spooky person,Platinum III - 36 LP,50.8,225 / 218
#67,Mid,SS Midlane! Care,Platinum III - 35 LP,51.9,149 / 138
#68,Jungle,FilthyBrandMain,Platinum III - 35 LP,51.2,108 / 103
#69,ADC,F,Platinum III - 34 LP,56.0,253 / 199
#70,Top,Punchaubuns,Platinum III - 34 LP,56.8,105 / 80
#71,Mid,Luciana,Platinum III - 33 LP,51.7,209 / 195
#72,Support,E-girl,Platinum III - 32 LP,54.3,145 / 122
#73,Support,Kutchcrafter,Platinum III - 31 LP,51.9,220 / 204
#74,Mid,eren yeager,Platinum III - 31 LP,54.3,210 / 177
#75,Jungle,Better blame me,Platinum III - 31 LP,51.4,152 / 144
#76,ADC,Boop,Platinum III - 30 LP,54.4,216 / 181
#77,ADC,4four,Platinum III - 29 LP,47.3,151 / 168
#78,Top,shuiwen,Platinum III - 29 LP,49.9,182 / 183
#79,Mid,Seirilyvia,Platinum III - 28 LP,53.1,145 / 128
#80,Support,owl city,Platinum III - 25 LP,55.0,257 / 210
#81,Jungle,Jinxnator,Platinum III - 22 LP,61.3,171 / 108
#82,Jungle,worsejg,Platinum III - 22 LP,55.1,141 / 115
#83,Top,thegamingzebra,Platinum III - 22 LP,58.5,214 / 152
#84,Jungle,EG Voutocu,Platinum III - 21 LP,55.3,221 / 179
#85,Mid,BabyFaker ,Platinum III - 20 LP,49.5,146 / 149
#86,Mid,do you have dad,Platinum III - 20 LP,47.8,162 / 177
#87,Support,isk,Platinum III - 20 LP,53.8,92 / 79
#88,Jungle,TDA Plankuaa,Platinum III - 20 LP,50.9,216 / 208
#89,Support,Kutcher,Platinum III - 20 LP,57.7,226 / 166
#90,Top,Dumbass,Platinum III - 20 LP,59.3,296 / 203
#91,Top,Destructoid,Platinum III - 19 LP,54.8,154 / 127
#92,Support,Biofrost,Platinum III - 19 LP,50.8,190 / 184
#93,Top,revolutionsaxe,Platinum III - 19 LP,45.7,171 / 203
#94,Support,Sparky,Platinum III - 19 LP,52.1,125 / 115
#95,Support,225,Platinum III - 18 LP,52.2,212 / 194
#96,Mid,NULL,Platinum III - 18 LP,53.2,234 / 206
#97,Mid,UnMeta,Platinum III - 18 LP,51.2,167 / 159
#98,ADC,Kanashimi Clown,Platinum III - 17 LP,51.3,212 / 201
#99,Top,Amouranth,Platinum III - 17 LP,58.1,251 / 181
#100,Top,Jodko,Platinum III - 16 LP,51.6,148 / 139
